"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1547","Testing the cypress framework","","Fri Jun 13 20:28:59 IST 2025","passed","Fri Jun 13 20:29:00 IST 2025","","Test case 1","",""
